,1,2,3,4,5
10249,0,0,0,0,1
6375,0,0,0,0,1
6805,0,0,0,0,1
9141,1,0,0,0,0
9727,0,0,0,0,1
257,1,0,0,0,0
8904,0,0,0,0,1
8844,0,0,0,0,1
10054,0,0,0,0,1
10690,0,0,0,0,1
6850,0,1,0,0,0
3625,0,0,0,0,1
702,0,0,0,0,1
3189,1,0,0,0,0
503,1,0,0,0,0
10289,0,0,0,1,0
7744,0,0,0,0,1
11498,1,0,0,0,0
2248,0,0,0,0,1
372,1,0,0,0,0
4052,0,0,0,0,1
3937,0,0,0,0,1
11539,0,0,1,0,0
4076,0,0,0,0,1
997,0,0,1,0,0
4332,0,0,0,0,1
1176,0,0,0,0,1
11302,0,0,0,1,0
551,1,0,0,0,0
4372,1,0,0,0,0
3497,0,0,0,0,1
4885,0,1,0,0,0
11032,1,0,0,0,0
9452,0,1,0,0,0
6494,0,0,1,0,0
9494,0,1,0,0,0
9604,0,0,0,1,0
6844,0,0,0,1,0
7853,0,0,0,0,1
693,0,0,0,1,0
2533,0,0,0,0,1
3443,0,0,0,0,1
982,0,0,0,0,1
9050,0,0,0,1,0
10984,0,0,0,0,1
4222,1,0,0,0,0
91,0,1,0,0,0
2266,0,0,0,0,1
8375,0,0,0,0,1
11100,0,0,1,0,0
261,1,0,0,0,0
3337,0,0,0,0,1
7118,0,0,0,0,1
5504,0,0,0,0,1
6503,0,0,0,0,1
445,1,0,0,0,0
3555,0,0,1,0,0
2194,0,0,0,0,1
8371,0,0,0,0,1
6526,0,0,1,0,0
2867,0,0,0,0,1
2526,0,0,0,0,1
7366,0,0,0,0,1
8341,0,0,0,1,0
7671,0,0,0,0,1
1168,0,0,0,0,1
4144,0,0,0,0,1
84,1,0,0,0,0
3149,0,0,0,0,1
6057,0,0,0,0,1
880,0,0,0,1,0
6382,1,0,0,0,0
7445,0,1,0,0,0
1467,0,0,0,0,1
8543,0,0,0,0,1
8791,0,0,0,0,1
6421,0,0,0,0,1
4326,1,0,0,0,0
4044,0,0,0,1,0
4137,0,0,0,1,0
3039,1,0,0,0,0
10325,1,0,0,0,0
7625,0,0,0,0,1
579,1,0,0,0,0
8198,0,0,0,0,1
8598,0,0,1,0,0
4851,0,0,0,0,1
9199,0,0,0,0,1
11521,0,0,0,0,1
4157,0,0,0,0,1
7092,0,1,0,0,0
413,0,0,0,0,1
402,0,0,0,0,1
4428,1,0,0,0,0
2084,0,0,0,0,1
3057,0,0,0,0,1
8751,0,0,0,0,1
164,1,0,0,0,0
10413,0,0,0,0,1
4302,0,1,0,0,0
7414,0,0,0,0,1
8735,0,0,0,0,1
3317,0,0,0,1,0
9362,0,0,0,0,1
3934,0,0,0,0,1
11027,0,0,0,0,1
1334,0,0,0,0,1
8981,0,1,0,0,0
753,0,0,1,0,0
3064,0,0,0,1,0
706,1,0,0,0,0
7839,0,0,0,0,1
4573,0,0,1,0,0
4617,1,0,0,0,0
3151,0,0,0,0,1
3799,0,0,0,0,1
4022,0,0,0,0,1
1074,0,0,0,1,0
7464,0,0,0,0,1
3438,0,1,0,0,0
6180,0,0,1,0,0
7614,1,0,0,0,0
10655,0,0,0,0,1
2429,0,0,0,0,1
246,1,0,0,0,0
3815,1,0,0,0,0
5220,1,0,0,0,0
3632,1,0,0,0,0
8934,0,0,0,1,0
2262,0,0,0,0,1
2246,0,0,0,0,1
835,0,0,0,0,1
432,1,0,0,0,0
8051,0,0,0,1,0
1173,0,0,0,0,1
8112,1,0,0,0,0
6853,0,0,0,0,1
11245,0,0,0,1,0
4684,0,0,0,0,1
11414,0,0,0,1,0
4923,0,0,0,0,1
4847,0,1,0,0,0
6022,1,0,0,0,0
8037,0,1,0,0,0
2729,0,0,0,0,1
11546,0,0,0,0,1
433,0,0,1,0,0
10991,0,0,0,1,0
8857,0,0,0,0,1
10609,0,0,0,1,0
6671,0,0,0,0,1
6983,0,0,0,0,1
5421,0,0,0,0,1
8727,0,0,0,0,1
4002,1,0,0,0,0
1332,0,0,0,1,0
7204,0,0,0,0,1
5087,0,0,0,0,1
5035,0,0,0,0,1
1443,0,0,0,0,1
6425,0,0,0,0,1
9565,0,0,0,0,1
7960,0,0,0,0,1
9775,0,0,0,0,1
6174,0,0,1,0,0
9226,0,0,0,0,1
2569,1,0,0,0,0
8364,0,0,1,0,0
4277,0,0,0,0,1
3666,0,0,0,0,1
8101,0,0,0,0,1
2446,0,0,0,0,1
8471,0,0,0,0,1
3657,0,0,0,0,1
9428,0,0,1,0,0
3172,0,0,0,0,1
1223,0,0,0,0,1
5273,0,0,0,0,1
7523,1,0,0,0,0
544,0,0,0,0,1
1204,0,0,0,0,1
11333,0,0,0,0,1
6018,0,0,0,0,1
10626,0,1,0,0,0
2637,0,0,0,0,1
11352,0,0,1,0,0
5015,1,0,0,0,0
9747,0,0,1,0,0
5871,1,0,0,0,0
11492,1,0,0,0,0
877,0,0,0,0,1
9478,0,0,0,1,0
196,0,1,0,0,0
11371,0,1,0,0,0
3383,0,0,1,0,0
4379,1,0,0,0,0
7963,0,0,0,0,1
8373,0,0,0,0,1
2997,0,0,0,0,1
6885,0,1,0,0,0
2571,0,0,0,0,1
5379,0,0,1,0,0
10068,1,0,0,0,0
10939,0,0,0,0,1
11174,0,0,0,1,0
4163,0,1,0,0,0
4722,1,0,0,0,0
5211,0,0,0,0,1
9944,1,0,0,0,0
2682,0,0,1,0,0
2508,0,0,0,1,0
9647,0,1,0,0,0
1510,0,0,0,0,1
7905,0,0,0,0,1
10420,0,0,0,0,1
1244,0,0,1,0,0
5076,0,0,0,0,1
5820,0,0,0,1,0
10285,0,0,0,0,1
4121,0,0,0,0,1
8470,0,0,0,0,1
5138,0,0,0,0,1
6322,0,1,0,0,0
5958,1,0,0,0,0
254,1,0,0,0,0
8360,0,0,0,0,1
4511,0,0,0,0,1
6355,1,0,0,0,0
9639,0,1,0,0,0
759,1,0,0,0,0
654,1,0,0,0,0
6922,1,0,0,0,0
3401,0,0,0,0,1
1420,0,0,0,0,1
3044,0,0,0,0,1
2830,0,0,0,0,1
8501,0,0,0,0,1
328,1,0,0,0,0
253,1,0,0,0,0
6650,0,0,0,0,1
4377,0,0,0,0,1
3019,1,0,0,0,0
3029,0,0,0,0,1
2636,0,0,0,0,1
6158,1,0,0,0,0
3018,0,0,0,0,1
2945,0,0,1,0,0
3659,0,0,0,1,0
8274,1,0,0,0,0
6688,0,0,0,0,1
11277,1,0,0,0,0
2663,1,0,0,0,0
5190,0,0,0,0,1
1362,0,0,0,0,1
5206,0,0,0,0,1
3481,0,0,0,0,1
11236,0,0,0,0,1
9395,0,0,0,0,1
9887,0,1,0,0,0
4868,0,0,0,0,1
11121,1,0,0,0,0
2880,0,0,0,0,1
3381,1,0,0,0,0
1302,0,0,0,0,1
6159,1,0,0,0,0
5597,1,0,0,0,0
9592,0,1,0,0,0
4918,0,0,0,0,1
8049,0,0,1,0,0
942,0,0,0,0,1
3235,0,0,0,0,1
3257,0,0,0,0,1
7463,0,0,1,0,0
8653,0,0,1,0,0
176,0,0,0,0,1
435,0,0,0,0,1
5008,1,0,0,0,0
308,0,0,0,0,1
1565,0,0,0,0,1
3964,0,0,0,0,1
7700,0,0,0,0,1
7238,0,0,0,0,1
10241,0,0,0,1,0
5549,0,0,0,0,1
9559,0,0,0,1,0
595,0,0,0,1,0
5024,1,0,0,0,0
4625,0,0,0,0,1
7591,0,0,0,0,1
9704,1,0,0,0,0
2623,1,0,0,0,0
4572,0,0,1,0,0
8868,0,0,1,0,0
10680,0,0,0,0,1
231,1,0,0,0,0
179,1,0,0,0,0
737,0,0,0,0,1
11212,0,0,0,0,1
8558,0,0,0,0,1
7023,0,0,0,0,1
5692,0,0,0,0,1
7037,0,0,0,1,0
7281,0,0,0,0,1
1321,0,0,0,0,1
1995,0,0,0,0,1
5833,0,0,0,0,1
8799,0,0,0,0,1
800,0,0,0,0,1
9289,0,0,1,0,0
7800,0,0,0,0,1
9542,1,0,0,0,0
69,1,0,0,0,0
5836,1,0,0,0,0
10331,0,0,0,1,0
1680,1,0,0,0,0
377,1,0,0,0,0
1469,0,0,0,0,1
2603,1,0,0,0,0
4181,0,0,0,0,1
10084,0,0,0,0,1
4505,1,0,0,0,0
4230,1,0,0,0,0
3091,0,0,0,0,1
2726,0,0,0,1,0
477,0,0,0,0,1
1329,0,0,0,1,0
2283,0,0,0,0,1
3732,0,0,0,0,1
11496,1,0,0,0,0
751,0,0,0,0,1
5981,0,0,0,0,1
6672,0,0,0,1,0
873,0,0,0,0,1
7139,0,0,0,0,1
10547,0,0,0,0,1
4564,1,0,0,0,0
1545,0,0,0,0,1
739,0,0,0,0,1
9991,0,0,0,0,1
2683,0,0,0,0,1
10414,0,0,0,0,1
8638,0,0,0,0,1
7383,0,0,0,0,1
3518,0,0,0,0,1
4881,0,0,0,0,1
2354,0,0,0,0,1
9852,0,1,0,0,0
8893,0,0,0,0,1
773,0,0,0,0,1
8497,0,0,0,0,1
10283,0,1,0,0,0
9243,0,1,0,0,0
641,0,1,0,0,0
5795,0,0,0,0,1
5551,0,0,0,0,1
9856,0,1,0,0,0
6926,1,0,0,0,0
4309,0,0,1,0,0
865,0,0,0,0,1
9368,0,0,0,1,0
11162,0,1,0,0,0
6746,0,0,0,0,1
11532,0,1,0,0,0
6779,0,0,0,0,1
9676,0,0,0,0,1
11594,0,0,0,0,1
962,0,0,0,1,0
10594,0,1,0,0,0
7582,0,0,1,0,0
8944,0,0,1,0,0
9450,0,0,1,0,0
3309,0,1,0,0,0
2166,0,0,0,0,1
363,0,0,0,1,0
3723,0,0,0,0,1
2825,0,0,0,1,0
3597,0,0,0,0,1
4726,1,0,0,0,0
546,0,0,0,0,1
2940,0,0,0,0,1
471,0,0,0,0,1
1641,0,0,0,0,1
10509,0,0,0,0,1
3338,0,0,0,0,1
7109,0,0,0,0,1
1172,0,0,0,0,1
6552,0,0,0,0,1
10844,0,0,0,0,1
7840,0,0,0,0,1
6224,0,0,0,1,0
6325,1,0,0,0,0
4981,0,0,0,0,1
10807,0,0,0,0,1
9981,0,0,0,1,0
1410,0,0,0,0,1
6608,1,0,0,0,0
5464,0,0,0,0,1
10978,1,0,0,0,0
8696,0,1,0,0,0
2694,0,0,0,0,1
815,1,0,0,0,0
2131,0,0,0,0,1
1797,0,0,0,0,1
4575,0,0,1,0,0
3122,0,0,0,0,1
7926,0,0,0,0,1
4275,0,0,0,0,1
10800,0,1,0,0,0
9761,0,0,0,0,1
6298,0,0,0,0,1
9889,1,0,0,0,0
7348,0,0,0,0,1
237,1,0,0,0,0
1532,0,0,0,1,0
10988,1,0,0,0,0
6084,0,0,0,0,1
3410,0,0,1,0,0
2831,1,0,0,0,0
10630,1,0,0,0,0
1535,0,0,0,0,1
3879,0,1,0,0,0
1299,0,0,0,0,1
4991,1,0,0,0,0
10421,0,0,0,0,1
1480,0,0,0,0,1
2793,0,0,1,0,0
9809,0,0,0,1,0
11409,0,0,0,0,1
2329,0,0,0,0,1
5417,0,0,0,0,1
9488,0,0,0,1,0
6740,1,0,0,0,0
5610,0,0,0,0,1
3661,0,0,0,1,0
555,0,0,0,0,1
4825,0,0,0,0,1
1163,1,0,0,0,0
6835,0,0,0,0,1
4715,0,0,0,0,1
397,0,0,0,0,1
8018,0,1,0,0,0
7243,0,0,0,0,1
10266,0,0,0,0,1
5837,1,0,0,0,0
7212,0,0,0,1,0
9055,0,0,1,0,0
723,1,0,0,0,0
300,1,0,0,0,0
9804,0,0,1,0,0
8773,0,0,0,1,0
4294,1,0,0,0,0
4952,0,0,1,0,0
4185,0,0,0,1,0
5943,0,0,0,0,1
11614,1,0,0,0,0
11469,0,0,0,0,1
3142,0,0,0,0,1
5635,1,0,0,0,0
3205,1,0,0,0,0
4955,0,0,0,0,1
4582,0,1,0,0,0
10575,0,0,1,0,0
11167,0,0,0,0,1
10107,1,0,0,0,0
9863,0,0,0,1,0
1152,0,0,0,1,0
1212,0,0,1,0,0
4503,0,1,0,0,0
9590,0,0,0,1,0
11321,1,0,0,0,0
8517,0,0,0,0,1
6611,1,0,0,0,0
8809,0,0,0,0,1
665,0,1,0,0,0
10523,0,0,0,0,1
642,1,0,0,0,0
10787,0,0,1,0,0
3767,0,1,0,0,0
4272,0,0,0,0,1
5153,0,0,1,0,0
786,0,0,0,1,0
2857,0,0,0,1,0
3202,0,0,0,0,1
6604,0,0,0,0,1
4187,1,0,0,0,0
9222,0,0,1,0,0
11577,0,0,0,0,1
4824,0,0,0,0,1
2905,0,0,0,0,1
4626,0,0,0,0,1
7159,0,0,0,0,1
996,0,0,0,0,1
5786,0,0,0,0,1
9959,0,0,0,1,0
8565,0,1,0,0,0
9956,0,0,0,0,1
156,0,0,0,0,1
8752,0,0,0,1,0
3085,0,1,0,0,0
8091,0,0,0,0,1
1552,0,0,0,0,1
5700,1,0,0,0,0
9416,0,0,0,0,1
3795,0,0,0,1,0
495,1,0,0,0,0
2321,0,0,0,0,1
6357,0,0,0,0,1
8304,1,0,0,0,0
151,1,0,0,0,0
9816,0,0,0,0,1
8885,0,0,0,0,1
6061,0,0,0,0,1
7821,0,0,0,0,1
1738,0,0,0,0,1
3001,0,0,0,0,1
10455,0,1,0,0,0
7319,0,0,0,0,1
8317,0,0,0,1,0
10514,0,0,1,0,0
2883,0,1,0,0,0
3720,0,0,0,0,1
7933,0,0,0,0,1
9954,0,0,0,0,1
7831,0,0,0,1,0
6345,0,0,0,0,1
10678,0,0,0,1,0
2276,0,0,0,0,1
4823,0,0,0,1,0
4704,0,0,0,0,1
4461,0,0,0,1,0
343,0,0,0,0,1
5736,1,0,0,0,0
4136,0,0,0,0,1
10724,0,0,1,0,0
5775,1,0,0,0,0
5844,0,0,0,0,1
2223,0,0,0,1,0
4196,1,0,0,0,0
7213,0,0,0,0,1
7477,0,0,1,0,0
8454,0,1,0,0,0
6706,1,0,0,0,0
6118,1,0,0,0,0
10667,0,0,0,1,0
4734,0,0,1,0,0
6186,0,0,0,0,1
1465,0,0,0,0,1
4593,0,1,0,0,0
2234,0,0,0,0,1
6346,1,0,0,0,0
3903,0,1,0,0,0
8876,0,0,0,0,1
10814,1,0,0,0,0
7406,0,0,0,0,1
10007,0,1,0,0,0
7900,1,0,0,0,0
11177,0,0,0,0,1
4151,0,0,0,0,1
8160,0,0,0,0,1
2121,0,0,0,0,1
5099,0,0,1,0,0
5012,0,0,0,0,1
9002,0,0,0,1,0
5688,1,0,0,0,0
3161,1,0,0,0,0
2630,0,1,0,0,0
6681,0,0,0,0,1
9932,0,0,0,1,0
7459,0,0,0,0,1
10475,0,0,0,1,0
1203,1,0,0,0,0
8391,0,0,0,0,1
616,0,0,0,0,1
1926,0,0,0,0,1
3114,0,0,1,0,0
2641,0,0,0,1,0
10468,0,0,0,0,1
2562,1,0,0,0,0
5605,0,0,1,0,0
2728,0,0,0,0,1
5288,0,0,0,0,1
9271,0,1,0,0,0
2126,0,0,0,0,1
5883,0,0,0,0,1
9623,0,0,0,1,0
7972,0,0,0,0,1
8834,0,0,0,0,1
805,0,0,0,0,1
4694,1,0,0,0,0
7104,0,0,0,1,0
5747,1,0,0,0,0
3140,1,0,0,0,0
4280,0,0,0,0,1
8822,0,0,0,0,1
9351,0,1,0,0,0
9197,0,0,1,0,0
547,0,0,0,0,1
26,1,0,0,0,0
6800,0,0,0,0,1
3918,0,0,0,0,1
4486,0,0,1,0,0
7988,0,0,0,0,1
5521,0,0,0,0,1
1221,0,0,0,0,1
6858,0,0,0,0,1
2548,0,0,0,0,1
11050,0,0,0,1,0
437,0,0,0,0,1
5993,0,0,0,0,1
9877,0,1,0,0,0
1861,0,0,0,0,1
2699,0,0,0,1,0
8115,0,0,0,0,1
8933,0,0,0,0,1
2481,0,0,0,0,1
5481,0,0,0,0,1
9842,1,0,0,0,0
2706,0,1,0,0,0
7655,0,0,0,0,1
326,0,0,0,0,1
2499,0,0,0,0,1
1004,0,0,1,0,0
6808,1,0,0,0,0
6646,0,0,0,0,1
4011,1,0,0,0,0
10440,0,0,0,0,1
534,0,0,1,0,0
7242,0,0,0,0,1
3960,0,0,0,0,1
585,0,0,0,0,1
9618,0,1,0,0,0
8074,0,0,0,0,1
6075,0,0,0,0,1
8836,0,0,0,0,1
7660,0,0,0,0,1
491,0,0,0,0,1
8310,0,0,0,0,1
8740,0,0,0,0,1
7235,0,0,0,0,1
10622,0,0,0,1,0
9171,0,0,0,1,0
3548,1,0,0,0,0
5852,0,0,0,0,1
1916,0,0,0,0,1
3185,0,0,0,0,1
7711,0,0,0,0,1
1910,0,0,0,0,1
7324,0,0,0,0,1
7433,0,0,0,0,1
1133,0,0,0,0,1
7078,0,0,0,1,0
10736,0,0,0,0,1
2518,0,0,0,1,0
8399,0,1,0,0,0
1317,0,0,0,0,1
4368,0,0,0,0,1
121,0,0,0,1,0
10876,1,0,0,0,0
2449,0,0,0,0,1
11144,0,0,1,0,0
10128,0,0,0,1,0
2601,0,0,0,0,1
1522,0,0,0,0,1
8411,0,0,0,0,1
2173,0,0,0,0,1
3283,0,0,0,0,1
4554,0,0,0,0,1
3605,0,0,0,0,1
10060,0,1,0,0,0
8749,0,0,0,1,0
5317,1,0,0,0,0
10588,0,0,0,1,0
3768,0,1,0,0,0
6515,1,0,0,0,0
9805,0,0,0,0,1
4038,0,0,0,0,1
3502,0,0,0,1,0
1407,0,0,0,0,1
4631,0,0,0,0,1
6715,0,0,0,0,1
11452,0,0,0,0,1
8012,0,0,0,0,1
8929,0,0,0,0,1
2579,0,0,0,0,1
5265,0,0,0,0,1
3269,0,0,0,0,1
11148,0,0,0,0,1
1867,0,0,0,0,1
11559,0,0,0,0,1
7210,0,0,1,0,0
2521,0,0,0,0,1
6092,0,0,0,0,1
1820,0,0,0,0,1
9307,0,0,0,0,1
51,0,0,0,1,0
3888,0,0,0,0,1
5187,0,0,0,0,1
7514,0,0,0,0,1
3577,0,0,0,0,1
4565,0,0,0,0,1
9614,0,0,0,0,1
5840,1,0,0,0,0
1858,0,0,0,0,1
6946,0,0,0,0,1
11122,0,0,1,0,0
4961,0,0,0,0,1
6877,0,0,0,0,1
6760,0,0,1,0,0
10517,1,0,0,0,0
10768,0,0,0,1,0
5198,0,0,0,0,1
6725,0,0,0,0,1
425,0,1,0,0,0
4284,1,0,0,0,0
11083,0,0,0,0,1
8284,0,0,0,1,0
228,1,0,0,0,0
10258,0,0,1,0,0
2741,1,0,0,0,0
5137,0,0,0,0,1
10206,0,0,0,0,1
5653,0,1,0,0,0
6703,0,0,1,0,0
2921,0,0,0,0,1
7784,0,0,0,0,1
9839,0,0,1,0,0
3653,0,0,0,1,0
7565,0,0,0,1,0
8670,0,0,0,0,1
1128,0,0,1,0,0
6973,0,0,0,0,1
2331,0,0,0,0,1
2208,0,0,0,0,1
10776,1,0,0,0,0
10389,0,0,0,1,0
5766,0,0,0,0,1
3153,0,0,0,0,1
6095,0,0,0,0,1
9157,1,0,0,0,0
11074,0,0,0,0,1
11205,0,0,1,0,0
8113,0,0,0,1,0
2374,0,0,0,1,0
1632,0,0,0,1,0
10682,0,0,1,0,0
2298,0,0,0,0,1
9917,0,0,0,0,1
4252,1,0,0,0,0
9096,0,0,1,0,0
2721,0,0,0,0,1
8926,0,0,0,0,1
8764,0,0,0,0,1
5751,0,0,1,0,0
11538,0,0,0,0,1
10505,0,0,1,0,0
7774,0,0,0,0,1
11399,0,0,1,0,0
5094,0,0,0,0,1
10131,1,0,0,0,0
5787,0,0,0,1,0
7410,0,0,0,0,1
7600,0,0,0,1,0
9496,0,0,0,0,1
2550,0,0,1,0,0
5804,0,0,0,0,1
9026,0,0,0,1,0
938,0,1,0,0,0
7001,0,1,0,0,0
10345,0,0,0,0,1
7369,0,1,0,0,0
11346,0,0,0,0,1
4852,1,0,0,0,0
2644,0,0,1,0,0
10198,0,0,0,1,0
3165,0,0,0,0,1
3639,0,0,0,0,1
10225,1,0,0,0,0
7298,0,0,0,0,1
2061,0,0,0,0,1
4645,0,0,0,1,0
5888,0,0,0,0,1
2812,0,0,1,0,0
10954,0,0,0,0,1
10079,1,0,0,0,0
10497,1,0,0,0,0
2549,0,0,0,0,1
8242,0,0,0,0,1
9095,0,0,1,0,0
6641,0,0,0,1,0
4174,0,0,0,0,1
10215,1,0,0,0,0
1024,0,0,0,0,1
4848,1,0,0,0,0
9343,1,0,0,0,0
7416,0,0,0,0,1
1951,0,0,0,0,1
6842,0,0,0,0,1
351,0,0,0,1,0
6634,1,0,0,0,0
9173,0,0,0,0,1
4797,0,1,0,0,0
5339,0,0,1,0,0
3662,0,0,0,0,1
6902,0,0,0,0,1
4657,1,0,0,0,0
8523,0,0,0,1,0
3150,0,0,0,0,1
11550,0,0,0,1,0
4813,0,0,0,0,1
10030,0,0,0,0,1
8239,0,0,0,0,1
5143,0,0,0,0,1
2939,0,0,0,1,0
4510,1,0,0,0,0
1340,0,0,0,1,0
10942,0,0,1,0,0
1391,0,0,0,0,1
6958,0,0,0,0,1
6338,0,0,0,0,1
9071,0,0,1,0,0
6037,0,0,0,0,1
1583,0,0,0,1,0
1412,0,0,0,0,1
5639,0,1,0,0,0
10212,0,0,0,1,0
2256,0,0,0,0,1
8655,0,0,0,0,1
2212,0,0,0,0,1
2622,0,1,0,0,0
7284,0,0,0,0,1
4938,0,1,0,0,0
8534,0,0,0,0,1
3624,0,0,0,0,1
5865,0,0,0,0,1
4267,0,0,0,0,1
10487,0,0,1,0,0
463,0,0,0,1,0
1754,0,0,0,0,1
6300,0,0,0,1,0
9948,0,0,0,0,1
11575,0,0,1,0,0
11345,0,0,0,1,0
378,0,0,0,1,0
3106,1,0,0,0,0
4803,0,0,0,1,0
1335,0,0,0,0,1
10269,0,0,0,0,1
11309,0,1,0,0,0
2716,0,0,0,0,1
6861,0,0,0,0,1
5980,1,0,0,0,0
11160,0,0,0,0,1
6648,1,0,0,0,0
6997,1,0,0,0,0
1811,0,0,0,0,1
6301,1,0,0,0,0
1894,0,0,0,0,1
8624,0,0,0,0,1
6004,1,0,0,0,0
9329,0,0,0,0,1
6196,0,0,1,0,0
1189,1,0,0,0,0
5194,0,0,0,0,1
7474,0,0,0,1,0
8097,0,0,0,0,1
5500,0,0,0,0,1
3454,0,0,0,0,1
7271,0,0,0,1,0
5931,0,0,0,1,0
5502,1,0,0,0,0
8856,0,0,0,0,1
8710,0,0,1,0,0
4613,1,0,0,0,0
3992,0,0,0,0,1
10798,0,0,0,1,0
1030,0,0,1,0,0
10254,0,0,0,0,1
2220,0,0,0,0,1
3774,0,0,0,0,1
8297,0,0,0,0,1
9052,0,1,0,0,0
1755,0,0,0,0,1
5862,1,0,0,0,0
8540,0,0,0,0,1
4327,0,0,0,0,1
9970,0,0,0,0,1
110,1,0,0,0,0
7500,0,0,1,0,0
8665,0,0,0,1,0
2917,0,0,0,0,1
1515,0,0,0,0,1
11026,0,0,0,0,1
11319,0,0,0,0,1
10573,0,0,0,0,1
9814,0,0,0,0,1
2263,0,0,0,0,1
6200,0,0,0,0,1
5746,0,0,0,0,1
9909,0,0,0,0,1
9796,0,1,0,0,0
893,0,0,0,0,1
1490,0,0,0,1,0
1850,0,0,0,0,1
6934,0,0,0,0,1
324,0,0,0,0,1
1215,0,0,0,0,1
2933,0,0,0,0,1
4689,0,0,0,0,1
8644,0,1,0,0,0
8385,1,0,0,0,0
10017,0,0,1,0,0
10717,1,0,0,0,0
11347,0,0,0,0,1
1129,0,0,0,0,1
6575,0,0,0,0,1
2918,0,0,0,0,1
3084,0,0,0,0,1
4588,0,0,0,1,0
4304,0,0,0,0,1
2795,0,0,0,1,0
5461,0,0,0,1,0
798,0,0,0,1,0
734,0,1,0,0,0
5577,0,0,0,0,1
2244,0,0,0,0,1
178,1,0,0,0,0
11052,0,0,0,0,1
8860,0,0,0,0,1
1174,0,0,0,0,1
9939,1,0,0,0,0
1831,0,0,0,0,1
10327,0,0,0,1,0
5893,0,0,0,1,0
9381,0,0,0,1,0
1781,0,0,0,0,1
3201,0,0,0,1,0
198,1,0,0,0,0
10033,0,1,0,0,0
4087,1,0,0,0,0
5193,0,0,0,0,1
548,1,0,0,0,0
3339,0,0,0,0,1
11010,0,0,1,0,0
9635,0,0,0,0,1
6249,0,0,0,0,1
6524,0,0,0,0,1
2532,0,0,1,0,0
2314,0,0,0,0,1
9598,1,0,0,0,0
8314,0,0,0,1,0
9629,0,0,1,0,0
5471,0,0,0,1,0
66,0,0,0,0,1
5127,1,0,0,0,0
4712,0,0,0,0,1
5214,0,0,0,0,1
3260,0,0,0,0,1
5033,0,0,0,0,1
2572,0,0,0,0,1
9322,0,1,0,0,0
8402,0,0,0,0,1
622,1,0,0,0,0
1681,0,0,0,0,1
787,0,0,0,0,1
3332,1,0,0,0,0
6360,0,0,0,0,1
10187,0,0,1,0,0
8149,0,0,0,0,1
3280,0,0,0,1,0
6502,1,0,0,0,0
10648,0,0,0,0,1
7676,0,0,1,0,0
6664,0,0,0,1,0
10446,0,0,0,1,0
515,0,0,0,1,0
478,0,0,0,0,1
9449,0,1,0,0,0
11451,1,0,0,0,0
8528,0,0,0,0,1
2647,0,0,0,0,1
9574,0,0,0,1,0
5769,1,0,0,0,0
7046,0,0,0,0,1
1033,0,1,0,0,0
6436,0,0,0,0,1
2598,1,0,0,0,0
5682,0,0,0,1,0
7680,0,0,0,0,1
8229,0,0,0,0,1
344,1,0,0,0,0
6334,0,1,0,0,0
1871,0,0,0,0,1
7608,0,0,0,0,1
6862,0,0,0,0,1
3986,0,0,0,1,0
11207,1,0,0,0,0
2888,1,0,0,0,0
4623,1,0,0,0,0
4818,0,0,0,0,1
220,0,1,0,0,0
10726,0,0,0,1,0
6613,1,0,0,0,0
9714,0,0,0,0,1
7130,0,0,0,0,1
6119,0,0,0,0,1
6011,1,0,0,0,0
4016,0,0,0,0,1
8313,0,0,0,1,0
4248,0,0,0,0,1
10684,0,0,0,0,1
10763,0,0,0,0,1
9783,0,0,0,0,1
7652,0,0,0,0,1
1264,1,0,0,0,0
4241,0,0,1,0,0
9973,0,0,0,1,0
10611,0,0,0,0,1
7257,0,0,0,0,1
6452,0,1,0,0,0
8042,0,0,0,0,1
2881,0,0,0,1,0
1677,0,0,0,0,1
6270,0,0,1,0,0
901,0,0,0,0,1
8928,0,1,0,0,0
2296,0,0,0,0,1
3402,0,0,0,0,1
9627,0,0,0,0,1
296,0,0,0,0,1
10332,0,0,0,0,1
4153,0,1,0,0,0
6013,0,0,0,0,1
27,1,0,0,0,0
6044,0,0,0,0,1
8649,0,0,0,0,1
3829,0,0,0,0,1
8023,0,0,0,0,1
3248,0,1,0,0,0
9249,0,0,0,1,0
7110,0,0,0,1,0
2580,0,0,1,0,0
7949,0,0,0,0,1
7532,0,0,1,0,0
7735,0,0,0,0,1
1370,0,0,0,0,1
11495,0,1,0,0,0
8851,0,0,0,1,0
7107,0,0,0,0,1
9843,1,0,0,0,0
5254,0,0,0,0,1
681,0,0,1,0,0
11482,1,0,0,0,0
4775,1,0,0,0,0
5422,0,0,1,0,0
3159,0,0,0,0,1
2987,0,0,0,0,1
4908,0,1,0,0,0
1882,0,0,0,0,1
6995,0,0,1,0,0
8014,0,0,0,0,1
1940,0,0,0,1,0
3296,0,0,0,1,0
3534,1,0,0,0,0
3729,0,0,0,0,1
490,0,0,0,0,1
1181,0,0,0,0,1
1375,0,0,0,0,1
5014,1,0,0,0,0
11114,0,0,0,0,1
6255,0,0,0,1,0
626,0,1,0,0,0
4758,0,0,1,0,0
2112,0,0,0,0,1
7975,0,0,0,0,1
8500,0,0,0,0,1
1767,0,0,0,0,1
9103,0,0,0,1,0
4180,0,0,0,0,1
8848,0,0,0,0,1
5707,0,1,0,0,0
1462,0,0,0,1,0
2887,1,0,0,0,0
7224,0,0,0,0,1
684,1,0,0,0,0
