,Disposable,Faceshield,Reusable
6664,1,0,0
10446,0,0,1
515,0,1,0
478,0,1,0
9449,0,0,1
11451,0,0,1
8528,0,0,1
2647,1,0,0
9574,0,0,1
5769,1,0,0
7046,0,0,1
1033,0,1,0
6436,1,0,0
2598,1,0,0
5682,1,0,0
7680,0,0,1
8229,0,0,1
344,0,1,0
6334,1,0,0
1871,0,1,0
7608,0,0,1
6862,1,0,0
3986,1,0,0
11207,0,0,1
2888,1,0,0
4623,1,0,0
4818,1,0,0
220,0,1,0
10726,0,0,1
6613,1,0,0
9714,0,0,1
7130,0,0,1
6119,1,0,0
6011,1,0,0
4016,1,0,0
8313,0,0,1
4248,1,0,0
10684,0,0,1
10763,0,0,1
9783,0,0,1
7652,0,0,1
1264,0,1,0
4241,1,0,0
9973,0,0,1
10611,0,0,1
7257,0,0,1
6452,1,0,0
8042,0,0,1
2881,1,0,0
1677,0,1,0
6270,1,0,0
901,0,1,0
8928,0,0,1
2296,0,1,0
3402,1,0,0
9627,0,0,1
296,0,1,0
10332,0,0,1
4153,1,0,0
6013,1,0,0
27,0,1,0
6044,1,0,0
8649,0,0,1
3829,1,0,0
8023,0,0,1
3248,1,0,0
9249,0,0,1
7110,0,0,1
2580,0,1,0
7949,0,0,1
7532,0,0,1
7735,0,0,1
1370,0,1,0
11495,0,0,1
8851,0,0,1
7107,0,0,1
9843,0,0,1
5254,1,0,0
681,0,1,0
11482,0,0,1
4775,1,0,0
5422,1,0,0
3159,1,0,0
2987,1,0,0
4908,1,0,0
1882,0,1,0
6995,0,0,1
8014,0,0,1
1940,0,1,0
3296,1,0,0
3534,1,0,0
3729,1,0,0
490,0,1,0
1181,0,1,0
1375,0,1,0
5014,1,0,0
11114,0,0,1
6255,1,0,0
626,0,1,0
4758,1,0,0
2112,0,1,0
7975,0,0,1
8500,0,0,1
1767,0,1,0
9103,0,0,1
4180,1,0,0
8848,0,0,1
5707,1,0,0
1462,0,1,0
2887,1,0,0
7224,0,0,1
684,0,1,0
4539,1,0,0
4514,1,0,0
9372,0,0,1
9189,0,0,1
1366,0,1,0
3916,1,0,0
11436,0,0,1
2639,1,0,0
11042,0,0,1
10543,0,0,1
6890,1,0,0
11332,0,0,1
2300,0,1,0
4787,1,0,0
2938,1,0,0
8377,0,0,1
10105,0,0,1
10731,0,0,1
1979,0,1,0
3803,1,0,0
4534,1,0,0
6220,1,0,0
5937,1,0,0
6271,1,0,0
6495,1,0,0
10210,0,0,1
4800,1,0,0
2280,0,1,0
6580,1,0,0
5684,1,0,0
4469,1,0,0
5133,1,0,0
7834,0,0,1
998,0,1,0
4130,1,0,0
5266,1,0,0
10263,0,0,1
11440,0,0,1
1784,0,1,0
3182,1,0,0
10114,0,0,1
494,0,1,0
9800,0,0,1
9069,0,0,1
9726,0,0,1
2860,1,0,0
2038,0,1,0
4041,1,0,0
8962,0,0,1
2897,1,0,0
366,0,1,0
849,0,1,0
7132,0,0,1
8605,0,0,1
8111,0,0,1
5894,1,0,0
2653,1,0,0
3503,1,0,0
1541,0,1,0
7013,0,0,1
11135,0,0,1
322,0,1,0
2031,0,1,0
11560,0,0,1
6501,1,0,0
813,0,1,0
2528,0,1,0
10946,0,0,1
6125,1,0,0
10734,0,0,1
5274,1,0,0
1079,0,1,0
2226,0,1,0
9123,0,0,1
10663,0,0,1
10599,0,0,1
2705,1,0,0
8742,0,0,1
5829,1,0,0
1164,0,1,0
3261,1,0,0
10200,0,0,1
7070,0,0,1
1450,0,1,0
4229,1,0,0
3862,1,0,0
2936,1,0,0
9434,0,0,1
3917,1,0,0
5487,1,0,0
6720,1,0,0
9518,0,0,1
1723,0,1,0
8606,0,0,1
7265,0,0,1
4056,1,0,0
11098,0,0,1
2999,1,0,0
10530,0,0,1
1231,0,1,0
1514,0,1,0
2313,0,1,0
1451,0,1,0
7844,0,0,1
9431,0,0,1
9952,0,0,1
4321,1,0,0
7689,0,0,1
838,0,1,0
11562,0,0,1
6347,1,0,0
3899,1,0,0
9918,0,0,1
3567,1,0,0
10815,0,0,1
5452,1,0,0
3087,1,0,0
7837,0,0,1
10088,0,0,1
8008,0,0,1
4692,1,0,0
1714,0,1,0
4270,1,0,0
339,0,1,0
8682,0,0,1
8147,0,0,1
11520,0,0,1
9502,0,0,1
9701,0,0,1
588,0,1,0
3365,1,0,0
2670,1,0,0
5515,1,0,0
3589,1,0,0
34,0,1,0
28,0,1,0
2395,0,1,0
9425,0,0,1
6194,1,0,0
5506,1,0,0
8225,0,0,1
2170,0,1,0
7065,0,0,1
9896,0,0,1
889,0,1,0
3878,1,0,0
3322,1,0,0
10968,0,0,1
3514,1,0,0
7889,0,0,1
9735,0,0,1
5673,1,0,0
7376,0,0,1
3733,1,0,0
7401,0,0,1
11047,0,0,1
8897,0,0,1
4528,1,0,0
1654,0,1,0
7087,0,0,1
7707,0,0,1
223,0,1,0
10064,0,0,1
6086,1,0,0
4239,1,0,0
1590,0,1,0
10566,0,0,1
3256,1,0,0
6351,1,0,0
6553,1,0,0
2181,0,1,0
6874,1,0,0
8730,0,0,1
6750,1,0,0
6797,1,0,0
8830,0,0,1
10777,0,0,1
4817,1,0,0
8866,0,0,1
11056,0,0,1
1209,0,1,0
5914,1,0,0
421,0,1,0
10205,0,0,1
1706,0,1,0
1158,0,1,0
2306,0,1,0
273,0,1,0
171,0,1,0
3956,1,0,0
5606,1,0,0
4865,1,0,0
9619,0,0,1
3188,1,0,0
1725,0,1,0
9102,0,0,1
10431,0,0,1
1564,0,1,0
1782,0,1,0
843,0,1,0
10913,0,0,1
6128,1,0,0
904,0,1,0
8107,0,0,1
11285,0,0,1
7033,0,0,1
1547,0,1,0
2080,0,1,0
11054,0,0,1
8750,0,0,1
7499,0,0,1
3985,1,0,0
8446,0,0,1
11564,0,0,1
11301,0,0,1
8568,0,0,1
9569,0,0,1
8089,0,0,1
3820,1,0,0
5209,1,0,0
2646,1,0,0
8943,0,0,1
8951,0,0,1
8485,0,0,1
256,0,1,0
8858,0,0,1
4350,1,0,0
8496,0,0,1
9937,0,0,1
2155,0,1,0
8532,0,0,1
10376,0,0,1
3715,1,0,0
4057,1,0,0
8546,0,0,1
9680,0,0,1
8158,0,0,1
5648,1,0,0
6856,1,0,0
3102,1,0,0
558,0,1,0
6339,1,0,0
7865,0,0,1
1436,0,1,0
507,0,1,0
5275,1,0,0
4472,1,0,0
1869,0,1,0
5663,1,0,0
6123,1,0,0
8613,0,0,1
755,0,1,0
7454,0,0,1
4050,1,0,0
7228,0,0,1
3836,1,0,0
4386,1,0,0
8692,0,0,1
2118,0,1,0
8999,0,0,1
729,0,1,0
501,0,1,0
5938,1,0,0
643,0,1,0
6836,1,0,0
1539,0,1,0
8294,0,0,1
1211,0,1,0
10644,0,0,1
672,0,1,0
4915,1,0,0
5932,1,0,0
3377,1,0,0
4476,1,0,0
5615,1,0,0
10256,0,0,1
1464,0,1,0
4745,1,0,0
10415,0,0,1
1192,0,1,0
3793,1,0,0
1872,0,1,0
3590,1,0,0
3158,1,0,0
9433,0,0,1
505,0,1,0
243,0,1,0
5678,1,0,0
506,0,1,0
9553,0,0,1
8660,0,0,1
7646,0,0,1
6931,1,0,0
6415,1,0,0
6867,1,0,0
1773,0,1,0
5910,1,0,0
7779,0,0,1
6743,1,0,0
9543,0,0,1
797,0,1,0
3618,1,0,0
2381,0,1,0
2829,1,0,0
6818,1,0,0
10881,0,0,1
10201,0,0,1
4633,1,0,0
312,0,1,0
746,0,1,0
3569,1,0,0
790,0,1,0
2476,0,1,0
6576,1,0,0
10890,0,0,1
2570,0,1,0
5753,1,0,0
7279,0,0,1
7795,0,0,1
7168,0,0,1
4355,1,0,0
2163,0,1,0
8575,0,0,1
8410,0,0,1
380,0,1,0
11616,0,0,1
1292,0,1,0
1912,0,1,0
11545,0,0,1
599,0,1,0
3892,1,0,0
4141,1,0,0
5540,1,0,0
1652,0,1,0
9244,0,0,1
1893,0,1,0
1944,0,1,0
3395,1,0,0
7530,0,0,1
4362,1,0,0
11397,0,0,1
375,0,1,0
1966,0,1,0
3957,1,0,0
10240,0,0,1
4423,1,0,0
5351,1,0,0
5696,1,0,0
1243,0,1,0
7332,0,0,1
9419,0,0,1
6188,1,0,0
7103,0,0,1
7282,0,0,1
1471,0,1,0
3346,1,0,0
4522,1,0,0
2657,1,0,0
2853,1,0,0
4506,1,0,0
11061,0,0,1
10490,0,0,1
11403,0,0,1
4045,1,0,0
4062,1,0,0
5326,1,0,0
7134,0,0,1
8811,0,0,1
6594,1,0,0
4306,1,0,0
5139,1,0,0
6698,1,0,0
8998,0,0,1
8022,0,0,1
3990,1,0,0
1049,0,1,0
3823,1,0,0
7336,0,0,1
9355,0,0,1
2035,0,1,0
4039,1,0,0
7201,0,0,1
7136,0,0,1
10923,0,0,1
1972,0,1,0
6558,1,0,0
2099,0,1,0
1499,0,1,0
5205,1,0,0
3512,1,0,0
652,0,1,0
170,0,1,0
4085,1,0,0
242,0,1,0
9688,0,0,1
5798,1,0,0
7838,0,0,1
4371,1,0,0
1644,0,1,0
5594,1,0,0
2756,1,0,0
7252,0,0,1
9989,0,0,1
7485,0,0,1
5231,1,0,0
2076,0,1,0
4103,1,0,0
11156,0,0,1
3996,1,0,0
4801,1,0,0
5968,1,0,0
8952,0,0,1
6729,1,0,0
9931,0,0,1
8040,0,0,1
11400,0,0,1
10944,0,0,1
6529,1,0,0
8948,0,0,1
5849,1,0,0
6498,1,0,0
9707,0,0,1
4661,1,0,0
4078,1,0,0
9859,0,0,1
5974,1,0,0
640,0,1,0
1270,0,1,0
2778,1,0,0
7983,0,0,1
4932,1,0,0
1985,0,1,0
3861,1,0,0
3480,1,0,0
1534,0,1,0
325,0,1,0
5764,1,0,0
2338,0,1,0
3980,1,0,0
8778,0,0,1
8309,0,0,1
4054,1,0,0
2237,0,1,0
5229,1,0,0
8912,0,0,1
4571,1,0,0
11282,0,0,1
5474,1,0,0
6520,1,0,0
864,0,1,0
7808,0,0,1
4942,1,0,0
7571,0,0,1
6010,1,0,0
9190,0,0,1
371,0,1,0
8383,0,0,1
7632,0,0,1
7855,0,0,1
6496,1,0,0
10169,0,0,1
8093,0,0,1
10840,0,0,1
10179,0,0,1
11255,0,0,1
7609,0,0,1
5830,1,0,0
2364,0,1,0
3213,1,0,0
5456,1,0,0
911,0,1,0
10556,0,0,1
10178,0,0,1
3789,1,0,0
8544,0,0,1
10550,0,0,1
5581,1,0,0
10886,0,0,1
8548,0,0,1
10756,0,0,1
5060,1,0,0
1423,0,1,0
11438,0,0,1
479,0,1,0
662,0,1,0
10875,0,0,1
10483,0,0,1
9489,0,0,1
2988,1,0,0
1119,0,1,0
2776,1,0,0
4535,1,0,0
10365,0,0,1
7640,0,0,1
6870,1,0,0
11533,0,0,1
8630,0,0,1
7025,0,0,1
5573,1,0,0
5269,1,0,0
4427,1,0,0
10053,0,0,1
5247,1,0,0
6567,1,0,0
3981,1,0,0
8421,0,0,1
11405,0,0,1
2893,1,0,0
2669,1,0,0
3977,1,0,0
10218,0,0,1
279,0,1,0
9219,0,0,1
8681,0,0,1
9644,0,0,1
8864,0,0,1
5197,1,0,0
7945,0,0,1
1694,0,1,0
10400,0,0,1
5018,1,0,0
3479,1,0,0
5554,1,0,0
4416,1,0,0
10869,0,0,1
4155,1,0,0
4883,1,0,0
5807,1,0,0
3809,1,0,0
7328,0,0,1
10057,0,0,1
9314,0,0,1
4296,1,0,0
6312,1,0,0
4683,1,0,0
9825,0,0,1
6657,1,0,0
5593,1,0,0
2209,0,1,0
9212,0,0,1
11244,0,0,1
5402,1,0,0
11210,0,0,1
4563,1,0,0
184,0,1,0
10901,0,0,1
6658,1,0,0
4516,1,0,0
2350,0,1,0
553,0,1,0
1397,0,1,0
1384,0,1,0
9065,0,0,1
6961,0,0,1
5856,1,0,0
4903,1,0,0
297,0,1,0
443,0,1,0
7919,0,0,1
5215,1,0,0
9059,0,0,1
6876,1,0,0
2077,0,1,0
6017,1,0,0
4751,1,0,0
9332,0,0,1
2229,0,1,0
2842,1,0,0
2537,0,1,0
194,0,1,0
9682,0,0,1
6825,1,0,0
817,0,1,0
3367,1,0,0
10561,0,0,1
2578,0,1,0
1131,0,1,0
9044,0,0,1
5505,1,0,0
6192,1,0,0
9750,0,0,1
9034,0,0,1
320,0,1,0
1371,0,1,0
4042,1,0,0
6329,1,0,0
7077,0,0,1
907,0,1,0
9075,0,0,1
3950,1,0,0
5529,1,0,0
6478,1,0,0
10374,0,0,1
9404,0,0,1
6840,1,0,0
8807,0,0,1
8257,0,0,1
9803,0,0,1
926,0,1,0
244,0,1,0
15,0,1,0
143,0,1,0
5983,1,0,0
2363,0,1,0
129,0,1,0
1161,0,1,0
8060,0,0,1
11425,0,0,1
10271,0,0,1
6412,1,0,0
7093,0,0,1
9440,0,0,1
5458,1,0,0
6521,1,0,0
5308,1,0,0
1876,0,1,0
2488,0,1,0
9025,0,0,1
4479,1,0,0
1182,0,1,0
2525,0,1,0
7370,0,0,1
1170,0,1,0
10142,0,0,1
2182,0,1,0
11137,0,0,1
9526,0,0,1
8573,0,0,1
9881,0,0,1
3371,1,0,0
11579,0,0,1
1859,0,1,0
10803,0,0,1
6561,1,0,0
10943,0,0,1
1878,0,1,0
6682,1,0,0
3588,1,0,0
11625,0,0,1
3121,1,0,0
387,0,1,0
1311,0,1,0
1032,0,1,0
11057,0,0,1
7453,0,0,1
7267,0,0,1
8747,0,0,1
4936,1,0,0
931,0,1,0
6802,1,0,0
4019,1,0,0
691,0,1,0
7567,0,0,1
5987,1,0,0
1909,0,1,0
829,0,1,0
3498,1,0,0
2081,0,1,0
10399,0,0,1
11019,0,0,1
44,0,1,0
3939,1,0,0
9037,0,0,1
6319,1,0,0
4319,1,0,0
2965,1,0,0
3969,1,0,0
1187,0,1,0
10452,0,0,1
7305,0,0,1
8957,0,0,1
284,0,1,0
10356,0,0,1
4159,1,0,0
3092,1,0,0
8719,0,0,1
4556,1,0,0
7794,0,0,1
9626,0,0,1
4323,1,0,0
10221,0,0,1
10579,0,0,1
3364,1,0,0
1404,0,1,0
3195,1,0,0
7852,0,0,1
7060,0,0,1
969,0,1,0
9487,0,0,1
3734,1,0,0
925,0,1,0
11082,0,0,1
8481,0,0,1
4725,1,0,0
7739,0,0,1
2851,1,0,0
9625,0,0,1
7127,0,0,1
5956,1,0,0
519,0,1,0
10347,0,0,1
9330,0,0,1
4471,1,0,0
9359,0,0,1
4348,1,0,0
10480,0,0,1
9386,0,0,1
3626,1,0,0
1789,0,1,0
9665,0,0,1
2059,0,1,0
8827,0,0,1
9340,0,0,1
4013,1,0,0
6006,1,0,0
1902,0,1,0
6215,1,0,0
4686,1,0,0
7666,0,0,1
4922,1,0,0
7185,0,0,1
8302,0,0,1
8806,0,0,1
75,0,1,0
2345,0,1,0
7536,0,0,1
430,0,1,0
4586,1,0,0
5483,1,0,0
10933,0,0,1
6930,1,0,0
6463,1,0,0
9531,0,0,1
8961,0,0,1
1553,0,1,0
5874,1,0,0
240,0,1,0
783,0,1,0
9709,0,0,1
3066,1,0,0
11380,0,0,1
977,0,1,0
4905,1,0,0
6264,1,0,0
5695,1,0,0
2941,1,0,0
6505,1,0,0
7393,0,0,1
6497,1,0,0
7448,0,0,1
1620,0,1,0
5642,1,0,0
11656,0,0,1
2146,0,1,0
1801,0,1,0
2095,0,1,0
8594,0,0,1
7220,0,0,1
1357,0,1,0
9480,0,0,1
9198,0,0,1
9755,0,0,1
9995,0,0,1
7518,0,0,1
3565,1,0,0
11578,0,0,1
10239,0,0,1
7481,0,0,1
1609,0,1,0
3096,1,0,0
7607,0,0,1
2415,0,1,0
2017,0,1,0
2971,1,0,0
4125,1,0,0
5846,1,0,0
5375,1,0,0
11433,0,0,1
11184,0,0,1
3246,1,0,0
124,0,1,0
1106,0,1,0
10904,0,0,1
7307,0,0,1
840,0,1,0
9675,0,0,1
5649,1,0,0
10687,0,0,1
3341,1,0,0
598,0,1,0
2123,0,1,0
5512,1,0,0
8192,0,0,1
9191,0,0,1
8367,0,0,1
8880,0,0,1
11275,0,0,1
5999,1,0,0
2197,0,1,0
4051,1,0,0
1216,0,1,0
3362,1,0,0
2501,0,1,0
725,0,1,0
7080,0,0,1
978,0,1,0
808,0,1,0
11227,0,0,1
1475,0,1,0
8772,0,0,1
6458,1,0,0
7603,0,0,1
4906,1,0,0
8136,0,0,1
10542,0,0,1
4930,1,0,0
4542,1,0,0
3962,1,0,0
2671,1,0,0
6742,1,0,0
1235,0,1,0
1225,0,1,0
1764,0,1,0
10295,0,0,1
7290,0,0,1
6606,1,0,0
11187,0,0,1
6448,1,0,0
3217,1,0,0
5737,1,0,0
287,0,1,0
10567,0,0,1
2966,1,0,0
3164,1,0,0
9674,0,0,1
10375,0,0,1
1657,0,1,0
1975,0,1,0
2397,0,1,0
452,0,1,0
2710,1,0,0
10692,0,0,1
6447,1,0,0
3681,1,0,0
422,0,1,0
8233,0,0,1
5316,1,0,0
657,0,1,0
3301,1,0,0
8025,0,0,1
2845,1,0,0
4066,1,0,0
9152,0,0,1
5244,1,0,0
1001,0,1,0
4198,1,0,0
2418,0,1,0
875,0,1,0
7277,0,0,1
3847,1,0,0
961,0,1,0
1580,0,1,0
6875,1,0,0
6959,0,0,1
2206,0,1,0
4266,1,0,0
10506,0,0,1
11569,0,0,1
4231,1,0,0
757,0,1,0
4866,1,0,0
5406,1,0,0
5313,1,0,0
2284,0,1,0
8637,0,0,1
6532,1,0,0
5507,1,0,0
5309,1,0,0
8759,0,0,1
4827,1,0,0
10286,0,0,1
6945,0,0,1
807,0,1,0
11192,0,0,1
6141,1,0,0
7203,0,0,1
9285,0,0,1
1956,0,1,0
2445,0,1,0
8066,0,0,1
9536,0,0,1
8292,0,0,1
9533,0,0,1
2402,0,1,0
8414,0,0,1
1073,0,1,0
3398,1,0,0
4240,1,0,0
5436,1,0,0
7199,0,0,1
9924,0,0,1
2091,0,1,0
4527,1,0,0
11659,0,0,1
1698,0,1,0
8723,0,0,1
9790,0,0,1
9104,0,0,1
7413,0,0,1
11514,0,0,1
1003,0,1,0
10616,0,0,1
9715,0,0,1
7306,0,0,1
4651,1,0,0
7313,0,0,1
6156,1,0,0
1485,0,1,0
10772,0,0,1
5368,1,0,0
1411,0,1,0
6289,1,0,0
11009,0,0,1
10600,0,0,1
7387,0,0,1
709,0,1,0
10324,0,0,1
3603,1,0,0
985,0,1,0
3076,1,0,0
6169,1,0,0
8963,0,0,1
8102,0,0,1
5077,1,0,0
4101,1,0,0
8419,0,0,1
2722,1,0,0
10929,0,0,1
1268,0,1,0
2462,0,1,0
11609,0,0,1
268,0,1,0
3580,1,0,0
4750,1,0,0
7362,0,0,1
6786,1,0,0
9088,0,0,1
9366,0,0,1
9513,0,0,1
2821,1,0,0
7475,0,0,1
589,0,1,0
8163,0,0,1
11193,0,0,1
7231,0,0,1
656,0,1,0
9479,0,0,1
9245,0,0,1
2037,0,1,0
10182,0,0,1
8452,0,0,1
3758,1,0,0
6151,1,0,0
10432,0,0,1
2028,0,1,0
8739,0,0,1
677,0,1,0
7910,0,0,1
1232,0,1,0
5454,1,0,0
7411,0,0,1
9115,0,0,1
6918,1,0,0
4856,1,0,0
8908,0,0,1
2432,0,1,0
8396,0,0,1
8278,0,0,1
4647,1,0,0
8350,0,0,1
6948,0,0,1
896,0,1,0
1611,0,1,0
1587,0,1,0
10433,0,0,1
10994,0,0,1
1719,0,1,0
6824,1,0,0
3806,1,0,0
8217,0,0,1
9602,0,0,1
4701,1,0,0
3961,1,0,0
7452,0,0,1
5557,1,0,0
5564,1,0,0
9068,0,0,1
9873,0,0,1
6087,1,0,0
890,0,1,0
6866,1,0,0
10510,0,0,1
4006,1,0,0
8185,0,0,1
9269,0,0,1
10070,0,0,1
5898,1,0,0
6173,1,0,0
8814,0,0,1
5819,1,0,0
8725,0,0,1
7914,0,0,1
2799,1,0,0
8348,0,0,1
584,0,1,0
3268,1,0,0
3932,1,0,0
4965,1,0,0
1260,0,1,0
8142,0,0,1
6199,1,0,0
310,0,1,0
1716,0,1,0
6790,1,0,0
6009,1,0,0
2052,0,1,0
8075,0,0,1
4668,1,0,0
4298,1,0,0
3783,1,0,0
1008,0,1,0
9738,0,0,1
2185,0,1,0
3623,1,0,0
11417,0,0,1
6761,1,0,0
11288,0,0,1
8271,0,0,1
10309,0,0,1
4834,1,0,0
9169,0,0,1
4756,1,0,0
6978,0,0,1
90,0,1,0
8187,0,0,1
470,0,1,0
1326,0,1,0
7702,0,0,1
9388,0,0,1
2117,0,1,0
2937,1,0,0
888,0,1,0
983,0,1,0
8953,0,0,1
7310,0,0,1
10038,0,0,1
2925,1,0,0
7402,0,0,1
3214,1,0,0
5884,1,0,0
2341,0,1,0
9334,0,0,1
11462,0,0,1
8874,0,0,1
8318,0,0,1
9221,0,0,1
6733,1,0,0
627,0,1,0
7533,0,0,1
4947,1,0,0
5080,1,0,0
4244,1,0,0
7047,0,0,1
4765,1,0,0
1601,0,1,0
11200,0,0,1
1269,0,1,0
128,0,1,0
9338,0,0,1
8076,0,0,1
1711,0,1,0
4182,1,0,0
8654,0,0,1
4235,1,0,0
10906,0,0,1
2398,0,1,0
8141,0,0,1
9901,0,0,1
7472,0,0,1
8237,0,0,1
9824,0,0,1
1186,0,1,0
8215,0,0,1
11424,0,0,1
11339,0,0,1
1977,0,1,0
5314,1,0,0
11531,0,0,1
4247,1,0,0
9254,0,0,1
915,0,1,0
1305,0,1,0
7496,0,0,1
3049,1,0,0
6653,1,0,0
11109,0,0,1
1273,0,1,0
5698,1,0,0
11480,0,0,1
2796,1,0,0
1398,0,1,0
6615,1,0,0
3358,1,0,0
183,0,1,0
10760,0,0,1
9955,0,0,1
8468,0,0,1
7315,0,0,1
3563,1,0,0
8850,0,0,1
6513,1,0,0
4567,1,0,0
8955,0,0,1
6603,1,0,0
9857,0,0,1
2656,1,0,0
10733,0,0,1
4305,1,0,0
1961,0,1,0
4992,1,0,0
4891,1,0,0
6138,1,0,0
5815,1,0,0
5869,1,0,0
8441,0,0,1
6395,1,0,0
11060,0,0,1
6226,1,0,0
11125,0,0,1
11633,0,0,1
8293,0,0,1
1251,0,1,0
3176,1,0,0
5072,1,0,0
3359,1,0,0
6884,1,0,0
7522,0,0,1
9060,0,0,1
11132,0,0,1
10493,0,0,1
3289,1,0,0
10624,0,0,1
10190,0,0,1
3190,1,0,0
7767,0,0,1
9507,0,0,1
1051,0,1,0
4069,1,0,0
6984,0,0,1
3218,1,0,0
7634,0,0,1
272,0,1,0
2042,0,1,0
4763,1,0,0
6834,1,0,0
8875,0,0,1
7897,0,0,1
1086,0,1,0
7971,0,0,1
8417,0,0,1
7517,0,0,1
2186,0,1,0
10337,0,0,1
4322,1,0,0
8823,0,0,1
9298,0,0,1
5831,1,0,0
7701,0,0,1
7584,0,0,1
7292,0,0,1
11219,0,0,1
4709,1,0,0
7780,0,0,1
9512,0,0,1
7743,0,0,1
10108,0,0,1
3478,1,0,0
8919,0,0,1
3924,1,0,0
1748,0,1,0
732,0,1,0
2553,0,1,0
7503,0,0,1
6791,1,0,0
8645,0,0,1
2662,1,0,0
9769,0,0,1
8015,0,0,1
3113,1,0,0
3303,1,0,0
6250,1,0,0
1344,0,1,0
10754,0,0,1
1690,0,1,0
6909,1,0,0
8522,0,0,1
5048,1,0,0
6932,1,0,0
3308,1,0,0
1504,0,1,0
10685,0,0,1
1806,0,1,0
3871,1,0,0
7384,0,0,1
3791,1,0,0
5217,1,0,0
10863,0,0,1
11108,0,0,1
1067,0,1,0
8104,0,0,1
11075,0,0,1
7936,0,0,1
2696,1,0,0
6451,1,0,0
1848,0,1,0
4512,1,0,0
10781,0,0,1
2431,0,1,0
7169,0,0,1
4660,1,0,0
6622,1,0,0
3435,1,0,0
7682,0,0,1
10950,0,0,1
142,0,1,0
8206,0,0,1
5586,1,0,0
10229,0,0,1
7173,0,0,1
7907,0,0,1
6804,1,0,0
6749,1,0,0
6100,1,0,0
5290,1,0,0
7247,0,0,1
3409,1,0,0
1117,0,1,0
9615,0,0,1
1756,0,1,0
497,0,1,0
8640,0,0,1
11430,0,0,1
870,0,1,0
3357,1,0,0
912,0,1,0
721,0,1,0
2805,1,0,0
11593,0,0,1
886,0,1,0
11198,0,0,1
8584,0,0,1
9696,0,0,1
8960,0,0,1
1520,0,1,0
10145,0,0,1
2746,1,0,0
7796,0,0,1
9100,0,0,1
314,0,1,0
1799,0,1,0
327,0,1,0
7759,0,0,1
4204,1,0,0
5850,1,0,0
6129,1,0,0
5447,1,0,0
3129,1,0,0
1996,0,1,0
8686,0,0,1
3968,1,0,0
7883,0,0,1
10629,0,0,1
1973,0,1,0
336,0,1,0
2764,1,0,0
9247,0,0,1
275,0,1,0
2985,1,0,0
7766,0,0,1
8034,0,0,1
6531,1,0,0
3477,1,0,0
7209,0,0,1
3558,1,0,0
7822,0,0,1
2809,1,0,0
10633,0,0,1
4861,1,0,0
2334,0,1,0
10464,0,0,1
5246,1,0,0
3416,1,0,0
307,0,1,0
3908,1,0,0
8886,0,0,1
348,0,1,0
5918,1,0,0
826,0,1,0
5296,1,0,0
11087,0,0,1
9398,0,0,1
4482,1,0,0
8574,0,0,1
3682,1,0,0
10557,0,0,1
9778,0,0,1
2053,0,1,0
7456,0,0,1
11213,0,0,1
71,0,1,0
9922,0,0,1
6855,1,0,0
10619,0,0,1
6751,1,0,0
8862,0,0,1
8370,0,0,1
9530,0,0,1
7541,0,0,1
5356,1,0,0
1666,0,1,0
5570,1,0,0
8678,0,0,1
52,0,1,0
7382,0,0,1
6263,1,0,0
1445,0,1,0
9058,0,0,1
9020,0,0,1
7995,0,0,1
1695,0,1,0
2892,1,0,0
11662,0,0,1
1574,0,1,0
8674,0,0,1
3203,1,0,0
4405,1,0,0
1630,0,1,0
11128,0,0,1
1881,0,1,0
11567,0,0,1
5112,1,0,0
5708,1,0,0
5074,1,0,0
5509,1,0,0
10297,0,0,1
11330,0,0,1
848,0,1,0
2924,1,0,0
8316,0,0,1
10471,0,0,1
2877,1,0,0
6367,1,0,0
9457,0,0,1
186,0,1,0
3779,1,0,0
1830,0,1,0
6987,0,0,1
2959,1,0,0
10786,0,0,1
8988,0,0,1
6904,1,0,0
5446,1,0,0
6587,1,0,0
1234,0,1,0
8184,0,0,1
3915,1,0,0
446,0,1,0
8673,0,0,1
5839,1,0,0
844,0,1,0
5201,1,0,0
7925,0,0,1
10519,0,0,1
8420,0,0,1
2440,0,1,0
3103,1,0,0
10928,0,0,1
4774,1,0,0
7770,0,0,1
6094,1,0,0
1294,0,1,0
10714,0,0,1
5518,1,0,0
10521,0,0,1
5067,1,0,0
3442,1,0,0
9850,0,0,1
9015,0,0,1
9724,0,0,1
2837,1,0,0
776,0,1,0
11338,0,0,1
10841,0,0,1
6324,1,0,0
2153,0,1,0
5558,1,0,0
4920,1,0,0
7375,0,0,1
11077,0,0,1
7602,0,0,1
3136,1,0,0
9830,0,0,1
5462,1,0,0
9878,0,0,1
9466,0,0,1
3183,1,0,0
9693,0,0,1
1943,0,1,0
9292,0,0,1
3199,1,0,0
11112,0,0,1
1289,0,1,0
4581,1,0,0
6335,1,0,0
2500,0,1,0
10427,0,0,1
11136,0,0,1
8709,0,0,1
4106,1,0,0
4126,1,0,0
9575,0,0,1
6933,1,0,0
3966,1,0,0
1879,0,1,0
9906,0,0,1
10854,0,0,1
7441,0,0,1
5457,1,0,0
10032,0,0,1
3587,1,0,0
11300,0,0,1
3865,1,0,0
2148,0,1,0
4131,1,0,0
1036,0,1,0
636,0,1,0
7573,0,0,1
4134,1,0,0
7347,0,0,1
1083,0,1,0
6711,1,0,0
861,0,1,0
5212,1,0,0
903,0,1,0
191,0,1,0
109,0,1,0
6026,1,0,0
